StoreCode	Name	Address	City	State	CountryCode	PostalCode	MainPhone	HomePage	Hours	Categories	Description	Latitude	Longitude	c:ohSummer	c:ohHoliday	c:currencies	c:summerTime	c:summerTime2	c:ohSummer2	DescriptionEN
MB164	Statoil Rundtom	Rundtom 2	DRAMMEN	BUSKERUD	NO	3041		https://www.dnb.no		ATM		59.7297745	10.2243862			NOK (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB81	Stavanger	Haakon VII's gt 9	STAVANGER	ROGALAND	NO	4005		https://www.dnb.no		ATM		58.9693814	5.7299117			NOK (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB1	Stavanger	Haakon VII's gt 9	STAVANGER	ROGALAND	NO	4005		https://www.dnb.no		ATM		58.9693814	5.7299117			USD, EUR, GBP, DKK (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB292	Steinkjer	Brugata 2-4	STEINKJER	NORD-TR&Oslash;NDELAG	NO	7715		https://www.dnb.no		ATM		64.01659393	11.49389934			NOK, EUR, SEK (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB165	Stj&oslash;rdal	Stokmovegen 1	STJ&Oslash;RDAL	NORD-TR&Oslash;NDELAG	NO	7501		https://www.dnb.no		ATM		63.46933	10.923135			NOK, SEK (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB84	Stord	Heiane 31	STORD	HORDALAND	NO	5401		https://www.dnb.no		ATM		59.763117	5.454626			NOK, EUR (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB182	Storgata	Storgt.56	LILLEHAMMER	OPPLAND	NO	2609		https://www.dnb.no		ATM		61.1148271	10.4663004			NOK, EUR (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB69	Storo	Vitaminveien 6	OSLO	OSLO	NO	0485		https://www.dnb.no	2:09:00:17:00,3:09:00:17:00,4:09:00:17:00,5:09:00:17:00,6:09:00:15:30,7:10:00:15:00	ATM		59.946078	10.774998			NOK, EUR				<br/><br/> <br/> <br/> <br/> <br/> <br/> 
MB220	Svolv&aelig;r	Sivert Nilsens gate 26	SVOLV&AElig;R	NORDLAND	NO	8300		https://www.dnb.no		ATM		68.232927	14.561617			NOK, EUR (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB224	Svolv&aelig;r	Skolegaten 6	SVOLV&AElig;R	NORDLAND	NO	8300		https://www.dnb.no		ATM		68.234409	14.567331			NOK, EUR (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB237	Sykehuset i Vestfold	Halfdan Wilhelmsens all&eacute;	T&Oslash;NSBERG	VESTFOLD	NO	3116		https://www.dnb.no		ATM		59.272597	10.417795			NOK (D&oslash;gn&aring;pen)				<br/><br/> <br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB225	Torgalmenningen	Torgallmenningen 2	BERGEN	HORDALAND	NO	5020		https://www.dnb.no		ATM		60.3937613	5.3253766			NOK				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB294	Torgalmenningen	Torgallmenningen 2	BERGEN	HORDALAND	NO	5020		https://www.dnb.no	2:09:00:17:00,3:09:00:17:00,4:09:00:17:00,5:09:00:17:00,6:10:00:15:00	ATM		60.3937613	5.3253766	2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:10:00:16:00		EUR, USD, GBP, DKK				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB228	Troms&oslash;	Fredrik Langesgt 22	TROMS&Oslash;	TROMS0	NO	9008		https://www.dnb.no	2:09:00:17:00,3:09:00:17:00,4:09:00:17:00,5:09:00:17:00,6:09:00:15:30,7:09:00:15:00	ATM		69.649579	18.954851	1:07:00:24:00,2:07:00:24:00,3:07:00:24:00,4:07:00:24:00,5:07:00:24:00,6:07:00:24:00,7:07:00:24:00		NOK, EUR, USD				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB160	Troms&oslash;	Fredrik Langesgt 22	TROMS&Oslash;	TROMS0	NO	9008		https://www.dnb.no		ATM		69.649579	18.954851			NOK (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB229	Trondheim	Munkegata 22	TRONDHEIM	S&Oslash;R-TR&Oslash;NDELAG	NO	7013		https://www.dnb.no	1:06:00:22:00,2:06:00:22:00,3:06:00:22:00,4:06:00:22:00,5:06:00:22:00,6:06:00:22:00,7:06:00:22:00	ATM		63.43001937	10.39472103	1:06:00:22:00,2:06:00:22:00,3:06:00:22:00,4:06:00:22:00,5:06:00:22:00,6:06:00:22:00,7:06:00:22:00		NOK, EUR				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB230	Trondheim	Munkegata 22	TRONDHEIM	S&Oslash;R-TR&Oslash;NDELAG	NO	7013		https://www.dnb.no		ATM		63.43001937	10.39472103			NOK (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB58	Tuvensenteret	Tuvenb&oslash;ygen 2	NOTODDEN	TELEMARK	NO	3676		https://www.dnb.no		ATM		59.5661906	9.2226645			NOK, EUR				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB227	T&oslash;nsberg	M&oslash;llegaten 9	T&Oslash;NSBERG	VESTFOLD	NO	3111		https://www.dnb.no		ATM		59.2761357	10.4293159			NOK, EUR (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB232	Ullev&aring;l Stadion		OSLO	OSLO	NO	0855		https://www.dnb.no		ATM		59.9485944	10.7330288			NOK, EUR (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB174	Vaterland, Gr&oslash;nland	Schweigaards gt.10	OSLO	OSLO	NO	0190		https://www.dnb.no		ATM		59.9116858	10.758147			NOK,DKK (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
	&Aring;lesund	Kongensgate 15	&Aring;LESUND	M&Oslash;RE OG ROMSDAL	NO	6001		https://www.dnb.no		ATM		62.4741702	6.1566321			NOK, EUR (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB128	&Aring;sane	&Aring;sane Senter	ULSET	HORDALAND	NO	5116		https://www.dnb.no		ATM		60.3335395	5.5177447			NOK, EUR (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB202	&Aring;ssiden	V&aring;rveien 25	DRAMMEN	BUSKERUD	NO	3024		https://www.dnb.no		ATM		59.754024	10.145568			NOK, EUR (D&oslash;gn&aring;pen)				<br/> <br/> <br/> <br/> <br/> <br/> <br/> 
MB3	Str&oslash;ms&oslash;	Tollbugt 13	Drammen	BUSKERUD	NO	3044		https://www.dnb.no		ATM		59.738947	10.205052			NOK				&amp;<br/>160; 
MB4	Rodel&oslash;kka	D&aelig;lenengata 3	Oslo	OSLO	NO	0567		https://www.dnb.no		ATM		59.925941	10.774631			NOK				
MB2	Sandefjord	Jernbanealleen 13	SANDEFJORD	VESTFOLD	NO	3210		https://www.dnb.no		ATM		59.129472	10.225416			NOK,EUR,SEK (D&oslash;gn&aring;pen)				
